央视频道,#genre#
江苏经典流行音乐,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
浙江动听(音乐调频) FM96.8,http://live.xmcdn.com/live/637/64.m3u8
山东音乐 FM99.1,http://live.xmcdn.com/live/794/64.m3u8
河南音乐,https://stream.hndt.com/live/yinyue/playlist.m3u8
河北音乐,https://satellitepull.cnr.cn/live/wxhebyygb/playlist.m3u8
辽宁文艺广播FM95.9,http://ls.qingting.fm/live/23795.m3u8
四川岷江音乐 FM95.5,http://ls.qingting.fm/live/1110.m3u8
山西音乐 FM94,http://live.xmcdn.com/live/886/64.m3u8
安徽音乐,https://satellitepull.cnr.cn/live/wxahyygb/playlist.m3u8
江西音乐,https://satellitepull.cnr.cn/live/wx32jiangxyygb/playlist.m3u8
贵州音乐,https://satellitepull.cnr.cn/live/wx32gzyygb/playlist.m3u8
云南音乐 FM97,http://live.xmcdn.com/live/904/64.m3u8
重庆音乐 FM88.1,http://live.xmcdn.com/live/131/64.m3u8
广西音乐台 FM95.0,http://live.xmcdn.com/live/301/64.m3u8
苏州音乐 动听948 FM94.8,http://live.xmcdn.com/live/65/64.m3u8
西安音乐 FM93.1,http://stream3.xiancity.cn/4/sd/live.m3u8
石家庄音乐广播 FM106.7,http://live.xmcdn.com/live/504/64.m3u8
青岛音乐体育,http://video11.qtv.com.cn/zhiboytgb-sd/manifest.m3u8
80后音悦台,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
潮流音悦台,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
动感音悦台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
天籁之音-经典正流行,http://play-radio-stream3.hndt.com/now/WUBA5hW2/playlist.m3u8
AsiaFM HD音乐,http://asiafm.hk:8000/asiahd
AsiaFM 亚洲经典,http://goldfm.cn:8000/goldfm
AsiaFM 亚洲热歌,http://hot.asiafm.net:8000/asiafm
AsiaFM 亚洲音乐,http://asiafm.vip:8000/fm965

私家车广播,#genre#
福建私家车 FM98.7,http://live.xmcdn.com/live/793/64.m3u8
四川私家车 FM92.5,http://live.xmcdn.com/live/1646/64.m3u8
河南私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
深圳私家车 FM94.2,http://live.xmcdn.com/live/265/64.m3u8
无锡私家车,https://lhttp.qingting.fm/live/2779/64k.mp3
宁波私家车,https://lhttp.qingting.fm/live/1142/64k.mp3
温州私家车音乐 FM100.3,http://live.xmcdn.com/live/642/64.m3u8
西安私家车,https://lhttp.qingting.fm/live/4018/64k.mp3
宁波私家车音乐台 FM104.7,http://ls.qingting.fm/live/1142.m3u8

戏曲广播,#genre#
安徽戏曲,https://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
河南戏曲,https://stream.hndt.com/live/yule/playlist.m3u8
上海戏剧曲艺 AM1197,http://live.xmcdn.com/live/60/64.m3u8
苏州戏曲 AM846,http://live.xmcdn.com/live/576/64.m3u8

音乐,#genre#
蹦迪,https://live.ottiptv.cc/huya/20432232
蹦迪2,https://live.ottiptv.cc/huya/20432225
爱吃桃子的猫,https://live.ottiptv.cc/huya/18501378
小舞点歌台,https://live.ottiptv.cc/huya/15590571
24小时听音乐,https://live.ottiptv.cc/huya/30483433
糖豆豆听歌,https://live.ottiptv.cc/huya/25261191
音乐台长,https://www.goodiptv.club/douyu/9629943
  秋月剪水,https://www.goodiptv.club/douyu/9588891
竹叶的熊猫,https://www.goodiptv.club/douyu/3870925
美兮超可爱的,https://www.goodiptv.club/douyu/20415
7师傅,http://www.goodiptv.club/douyu/17732
爱爱小s,https://www.goodiptv.club/douyu/10308312
 彼岸心属MADEIN伊藤美优,http://www.goodiptv.club/douyu/40471
小姐姐Bie跑哦,http://www.goodiptv.club/douyu/8666258
柳青瑶本尊,https://www.goodiptv.club/douyu/2281324
 王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
TV 音乐,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
M2o 音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8

📎解说电影📎,#genre#
小丑讲电影,https://live.ottiptv.cc/huya/16857432
越哥说电影,https://live.ottiptv.cc/huya/15894162
熊妹撩电影,https://live.ottiptv.cc/huya/15966357
吾聊电影,https://live.ottiptv.cc/huya/16424416
小川侃电影,https://live.ottiptv.cc/huya/15870999
鱼丸说电影,https://live.ottiptv.cc/huya/16615910
楚门聊电影,https://live.ottiptv.cc/huya/16507906
扁豆看电影2,https://live.ottiptv.cc/huya/21059623
涵哥评电影,https://live.ottiptv.cc/huya/16865726
青年电影馆,https://live.ottiptv.cc/huya/21388479
酱婶儿电影,https://live.ottiptv.cc/huya/24396474
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622
大墨电影,https://live.ottiptv.cc/huya/29458834
越哥说电影2,https://live.ottiptv.cc/huya/29982680
爆裂电影2,https://live.ottiptv.cc/huya/29982678
泡菜电影,https://live.ottiptv.cc/huya/25105448
老巴电影,https://live.ottiptv.cc/huya/29340502
鹏友说电影,https://live.ottiptv.cc/huya/29340612
小丑电影,https://live.ottiptv.cc/huya/29869799
莱德电影,https://live.ottiptv.cc/huya/25105529

卫视频道,#genre#

凤凰中文,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8


春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1988,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚1989,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚1995,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚1996,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1997,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2001,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚2003,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚2005,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚2008,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚2010,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚2011,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚2014,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2019,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2020,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
春晚2025,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8
