央视频道,#genre#
中国教育2台,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=202604290002213bcf14a3d5f74773af1cf3abe0bdeec0&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260429000221&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=171.8.79.254&SecurityKey=20260429000221&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ac86fa9eb87e6ab991da91aac1038d9c
中国教育4台,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cetv4/50/20240709/index.m3u8?msisdn=20260429000221818f3cb92a1a419ba0f953b88f0ef7d9&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20260429000221&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=171.8.79.254&SecurityKey=20260429000221&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c5ddcaf063170bb664bd78b27b3f1c84
凤凰中文,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8
凤凰中文,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8

数字频道,#genre#
CHC影迷电影,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/chcymdy/50/20250415/index.m3u8?msisdn=20260429000219a8a27040daf7497c9d00b8a7b5b12fd7&mdspid=&spid=699004&netType=0&sid=5910022176&pid=2028597139&timestamp=20260429000219&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=171.8.79.254&SecurityKey=20260429000219&promotionId=&mvid=5900006704&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=136f383c0992e973bce7ca125098bdd9
经典香港电影,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/virtuallive/5100180869/75/index.m3u8?msisdn=2026042900021942567df42d934769a093d20f28ea000e&mdspid=&spid=800033&netType=0&sid=5500242089&pid=2028597139&timestamp=20260429000219&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=625703337&ParentNodeID=-99&assertID=5500242089&client_ip=171.8.79.254&SecurityKey=20260429000219&promotionId=&mvid=5100180869&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b04805ee96023f35bbd4074648f27281
抗战经典影片,http://hlsztemgsplive.miguvideo.com:8080/wd-virtuallive5100002089-75/index.m3u8?msisdn=20260429000219374c55e88ec347ff9df15a67ae0a0673&mdspid=&spid=800033&netType=0&sid=5500002717&pid=2028597139&timestamp=20260429000219&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=617432318&ParentNodeID=-99&assertID=5500002717&client_ip=171.8.79.254&SecurityKey=20260429000219&promotionId=&mvid=5100002089&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=870e0468b6126eefb19b3c49ab03f59e
快乐垂钓,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ydcmklcd/50/20251225/index.m3u8?msisdn=20260429000212af93277182c044e188cd84aedb514c7d&mdspid=&spid=600603&netType=0&sid=5910022317&pid=2028597139&timestamp=20260429000212&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961930263&ParentNodeID=-99&assertID=5910022317&client_ip=171.8.79.254&SecurityKey=20260429000212&promotionId=&mvid=5900006783&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=102a965b1ca7f02a5b8cb55c2e6194d7
四海钓鱼,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/peoplecn/shdiaoyu/600/index.m3u8?msisdn=20260429000211c009ef53c1af47f69dc061b34da063d1&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20260429000211&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=171.8.79.254&SecurityKey=20260429000211&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8a3b3a2fe0fffd31cd71fdfee1f81406
优漫卡通,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20260429000217db946d5e4092432e82819a0b3f105a5b&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20260429000217&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=171.8.79.254&SecurityKey=20260429000217&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=73d3953cd48cf5848e040f1d7125d230
嘉佳卡通,http://hlsztemgsplive.miguvideo.com:8080/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?msisdn=20260429000223f6867810f50a4db791101fc1ae9511f8&mdspid=&spid=699054&netType=0&sid=2206172388&pid=2028597139&timestamp=20260429000223&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=614952364&ParentNodeID=-99&assertID=2206172388&client_ip=171.8.79.254&SecurityKey=20260429000223&promotionId=&mvid=2206172388&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f055dec1181ce2912a8d95c638d85fa3
中国天气,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgtq/50/20251103/index.m3u8?msisdn=20260429000220fbe7fe681c8a498789e38b6caaa53a33&mdspid=&spid=600697&netType=0&sid=5910022296&pid=2028597139&timestamp=20260429000220&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=959986621&ParentNodeID=-99&assertID=5910022296&client_ip=171.8.79.254&SecurityKey=20260429000220&promotionId=&mvid=5900006772&mcid=500020&playurlVersion=ZQ-A1-9.4.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b3e3fc342ffc03a739dc8c9388c41130

新闻广播,#genre#

中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
经济之声,http://ngcdn002.cnr.cn/live/jjzs/index.m3u8
第一财经 FM97.7,http://live.xmcdn.com/live/56/64.m3u8
 环球信息 FM90.5,http://sk.cri.cn/905.m3u8
环球资讯,http://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8
北京新闻广播FM100.6,http://live.xmcdn.com/live/91/64.m3u8
江苏新闻,http://live.xmcdn.com/live/534/64.m3u8
浙江之声 FM88,http://live.xmcdn.com/live/633/64.m3u8
福建新闻 FM103.6,http://live.xmcdn.com/live/792/64.m3u8
河南新闻,https://stream.hndt.com/live/xinwen/playlist.m3u8
河北综合,https://satellitepull.cnr.cn/live/wxhebzhgb/playlist.m3u8
辽宁综合广播FM102.9,http://ls.qingting.fm/live/23793.m3u8
四川新闻综合 FM98.1,http://ls.qingting.fm/live/4906.m3u8
陕西新闻 FM106.6,http://radio.sxtvs.com/radio/news.mp3
山西综合 FM90.4,http://live.xmcdn.com/live/893/64.m3u8
甘肃新闻综合 FM96.1,http://live.xmcdn.com/live/287/64.m3u8
湖南新闻,https://stream.hndt.com/live/xinwen/playlist.m3u8
重庆新闻 FM96.8,http://live.xmcdn.com/live/128/64.m3u8
宁波新闻 FM92.0,http://ls.qingting.fm/live/1138.m3u8
温州新闻 FM94.9,http://live.xmcdn.com/live/655/64.m3u8
苏州新闻,https://lhttp.qingting.fm/live/2801/64k.mp3
无锡新闻 FM93.7,http://live.xmcdn.com/live/556/64.m3u8
沈阳新闻 FM104.5,http://live.xmcdn.com/live/328/64.m3u8
西安新闻 FM95.0,http://stream3.xiancity.cn/1/sd/live.m3u8
石家庄新闻广播 FM88.2,http://live.xmcdn.com/live/502/64.m3u8
郑州新闻广播 FM98.6,http://live.xmcdn.com/live/470/64.m3u8

交通广播,#genre#
安徽交通,https://satellitepull.cnr.cn/live/wxahjtgb/playlist.m3u8

北京交通 FM103.9,http://live.xmcdn.com/live/93/64.m3u8
上海交通台 FM105.7,http://live.xmcdn.com/live/59/64.m3u8
江苏交通 FM101.1,http://live.xmcdn.com/live/536/64.m3u8
浙江交通之声 FM93,http://live.xmcdn.com/live/634/64.m3u8
广东羊城交通 FM105.2,http://live.xmcdn.com/live/248/64.m3u8
深圳交通,https://satellitepull.cnr.cn/live/wxszjjpl/playlist.m3u8
福建交通 FM100.7,http://live.xmcdn.com/live/790/64.m3u8
山东交通,https://satellitepull.cnr.cn/live/wxsdjtgb/playlist.m3u8
河南交通,https://stream.hndt.com/live/jiaotong/playlist.m3u8
河北交通,https://satellitepull.cnr.cn/live/wxhebjtgb/playlist.m3u8
辽宁交通广播FM97.5,http://ls.qingting.fm/live/23801.m3u8
四川交通 FM101.7,http://live.xmcdn.com/live/752/64.m3u8
陕西汽车调频 FM89.6,http://radio.sxtvs.com/radio/encnomy.mp3
山西交通频道 FM88.0,http://live.xmcdn.com/live/885/64.m3u8
甘肃交通广播,https://satellitepull.cnr.cn/live/wxgsjtgb/playlist.m3u8
湖南交通,https://stream.hndt.com/live/jiaotong/playlist.m3u8
贵州交通 FM95.2,http://live.xmcdn.com/live/362/64.m3u8
重庆交通 FM95.5,http://live.xmcdn.com/live/130/64.m3u8
广西交通 FM100.3,http://live.xmcdn.com/live/304/64.m3u8
宁波交通 FM93.9,http://ls.qingting.fm/live/1140.m3u8
温州交通 FM103.9,http://live.xmcdn.com/live/641/64.m3u8
苏州交通 FM104.8,http://live.xmcdn.com/live/64/64.m3u8
无锡交通 FM106.9,http://live.xmcdn.com/live/560/64.m3u8
沈阳交通 FM98.6,http://live.xmcdn.com/live/329/64.m3u8
西安交通 FM104.3,http://stream3.xiancity.cn/5/sd/live.m3u8
石家庄交通广播 FM94.6,http://live.xmcdn.com/live/505/64.m3u8
音乐广播,#genre#

北京音乐,http://live.xmcdn.com/live/95/64.m3u8
上海动感101 FM101.7,http://live.xmcdn.com/live/53/64.m3u8
上海经典947 FM94.7,http://live.xmcdn.com/live/54/64.m3u8
广东音乐之声 FM99.3,http://live.xmcdn.com/live/74/64.m3u8
江苏经典流行音乐,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
浙江动听(音乐调频) FM96.8,http://live.xmcdn.com/live/637/64.m3u8
山东音乐 FM99.1,http://live.xmcdn.com/live/794/64.m3u8
河南音乐,https://stream.hndt.com/live/yinyue/playlist.m3u8
河北音乐,https://satellitepull.cnr.cn/live/wxhebyygb/playlist.m3u8
辽宁文艺广播FM95.9,http://ls.qingting.fm/live/23795.m3u8
四川岷江音乐 FM95.5,http://ls.qingting.fm/live/1110.m3u8
山西音乐 FM94,http://live.xmcdn.com/live/886/64.m3u8
安徽音乐,https://satellitepull.cnr.cn/live/wxahyygb/playlist.m3u8
湖南音乐,https://stream.hndt.com/live/yinyue/playlist.m3u8
江西音乐,https://satellitepull.cnr.cn/live/wx32jiangxyygb/playlist.m3u8
贵州音乐,https://satellitepull.cnr.cn/live/wx32gzyygb/playlist.m3u8
云南音乐 FM97,http://live.xmcdn.com/live/904/64.m3u8
重庆音乐 FM88.1,http://live.xmcdn.com/live/131/64.m3u8
广西音乐台 FM95.0,http://live.xmcdn.com/live/301/64.m3u8
苏州音乐 动听948 FM94.8,http://live.xmcdn.com/live/65/64.m3u8
沈阳音乐 FM98.6,http://live.xmcdn.com/live/329/64.m3u8
西安音乐 FM93.1,http://stream3.xiancity.cn/4/sd/live.m3u8
石家庄音乐广播 FM106.7,http://live.xmcdn.com/live/504/64.m3u8
青岛音乐体育,http://video11.qtv.com.cn/zhiboytgb-sd/manifest.m3u8
80后音悦台,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
潮流音悦台,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
动感音悦台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
天籁之音-经典正流行,http://play-radio-stream3.hndt.com/now/WUBA5hW2/playlist.m3u8
AsiaFM HD音乐,http://asiafm.hk:8000/asiahd
AsiaFM 亚洲经典,http://goldfm.cn:8000/goldfm
AsiaFM 亚洲热歌,http://hot.asiafm.net:8000/asiafm
AsiaFM 亚洲音乐,http://asiafm.vip:8000/fm965
私家车广播,#genre#

福建私家车 FM98.7,http://live.xmcdn.com/live/793/64.m3u8
四川私家车 FM92.5,http://live.xmcdn.com/live/1646/64.m3u8
河南私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
深圳私家车 FM94.2,http://live.xmcdn.com/live/265/64.m3u8
无锡私家车,https://lhttp.qingting.fm/live/2779/64k.mp3
宁波私家车,https://lhttp.qingting.fm/live/1142/64k.mp3
温州私家车音乐 FM100.3,http://live.xmcdn.com/live/642/64.m3u8
西安私家车,https://lhttp.qingting.fm/live/4018/64k.mp3
宁波私家车音乐台 FM104.7,http://ls.qingting.fm/live/1142.m3u8


戏曲广播,#genre#

安徽戏曲,https://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
河南戏曲,https://stream.hndt.com/live/yule/playlist.m3u8
上海戏剧曲艺 AM1197,http://live.xmcdn.com/live/60/64.m3u8
苏州戏曲 AM846,http://live.xmcdn.com/live/576/64.m3u8
音乐,#genre#
蹦迪,https://live.ottiptv.cc/huya/20432232
蹦迪2,https://live.ottiptv.cc/huya/20432225
爱吃桃子的猫,https://live.ottiptv.cc/huya/18501378
小舞点歌台,https://live.ottiptv.cc/huya/15590571
24小时听音乐,https://live.ottiptv.cc/huya/30483433
糖豆豆听歌,https://live.ottiptv.cc/huya/25261191
音乐台长,https://www.goodiptv.club/douyu/9629943
  秋月剪水,https://www.goodiptv.club/douyu/9588891
周杰伦颜老师,http://www.goodiptv.club/douyu/7537296
竹叶的熊猫,https://www.goodiptv.club/douyu/3870925
美兮超可爱的,https://www.goodiptv.club/douyu/20415
掌上Club,https://www.goodiptv.club/douyu/1770806
7师傅,http://www.goodiptv.club/douyu/17732
爱爱小s,https://www.goodiptv.club/douyu/10308312
女团社颜老师,http://www.goodiptv.club/douyu/11327316
 彼岸心属MADEIN伊藤美优,http://www.goodiptv.club/douyu/40471
小姐姐Bie跑哦,http://www.goodiptv.club/douyu/8666258
柳青瑶本尊,https://www.goodiptv.club/douyu/2281324
 王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
TV 音乐,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
M2o 音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8
📎解说电影📎,#genre#
小丑讲电影,https://live.ottiptv.cc/huya/16857432
越哥说电影,https://live.ottiptv.cc/huya/15894162
熊妹撩电影,https://live.ottiptv.cc/huya/15966357
吾聊电影,https://live.ottiptv.cc/huya/16424416
小川侃电影,https://live.ottiptv.cc/huya/15870999
鱼丸说电影,https://live.ottiptv.cc/huya/16615910
楚门聊电影,https://live.ottiptv.cc/huya/16507906
扁豆看电影2,https://live.ottiptv.cc/huya/21059623
涵哥评电影,https://live.ottiptv.cc/huya/16865726
青年电影馆,https://live.ottiptv.cc/huya/21388479
酱婶儿电影,https://live.ottiptv.cc/huya/24396474
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622
大墨电影,https://live.ottiptv.cc/huya/29458834
越哥说电影2,https://live.ottiptv.cc/huya/29982680
爆裂电影2,https://live.ottiptv.cc/huya/29982678
泡菜电影,https://live.ottiptv.cc/huya/25105448
老巴电影,https://live.ottiptv.cc/huya/29340502
鹏友说电影,https://live.ottiptv.cc/huya/29340612
小丑电影,https://live.ottiptv.cc/huya/29869799
莱德电影,https://live.ottiptv.cc/huya/25105529


春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1988,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚1989,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚1995,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚1996,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1997,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2001,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚2003,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚2005,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚2008,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚2010,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚2011,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚2014,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2019,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2020,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8 
春晚2025,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8
